"customer_id","gender","name_prefix","name_first","name_last","email","employment","address","city","county","state","postal_code","birth_dt","is_deleted","job_type","account_type","phone_number","ssn","allergies","blood_type","last_ipaddress"
"522p1h0n3mupgzhg","F","Dr.","Denise","Orujov","deniseorujov@wangsmithandwelch.com","Wang Smith and Welch","3542 Davis Trail Rd","Arecibo","ARECIBO","PR","08216","1980-08-20",0,"Financial manager","DNC","250-708-6139","182-43-3505","T36.3X5A Adverse effect of macrolides  initial encounte","A-","192.168.117.100"
"oqiwrp93cuyznr4a","F","Mrs.","Erin","Moore","emoore676@garciahermanandbrown.com","Garcia Herman and Brown","146 Timothy Island Rd","Fort Bragg","CUMBERLAND","NC","63888-2787","1997-09-10",0,"Legal executive","Active","560.022.5055","211-87-5603","T36.8X5D Adverse effect of other systemic antibiotics  subsequent encounter","B-","138.159.154.4"
"jl0jgci09p0ytzlo","F","Mrs.","Karen","Harris","kharris@bakerandsons.com","Baker and Sons","2281 Williamson Route Drive","Old Orchard Beach","YORK","ME","12147","1999-02-27",0,"Logistics and distribution manager","Active","(449)615-2218","849-96-8902","T36.95XA Adverse effect of unspecified systemic antibiotic  initial encounter","B-","179.127.78.224"
"iqld614599agch19","F","Dr.","Paige","Rojas","paigerojas@berrygroup.biz","Berry Group","9720 Jose Avenue Lane","Wampsville","MADISON","NY","43282","1975-08-23",1,"Editor film/video","Active","001-321-228-4936","825-37-1754","J45.902 Unspecified asthma with status asthmaticus","AB+","177.255.185.129"
"38ul6umj4pk9w7j6","F","Mrs.","Sonya","Perez","recently_sonya@bakerllc.com","Baker LLC","3076 Sarah Fort Crescent","Colebrook","COOS","NH","30775","1982-06-03",0,"Teacher primary school","Active","(450)367-5273x0371","939-40-7712","L20.82 Flexural eczema","A-","192.168.98.18"
"9kefdjpuyisjcu7g","F","Ms.","Lauren","Mendoza","lmendoza@maldonadotaylorandjensen.com","Maldonado Taylor and Jensen","5719 Clark Square Court","Middlebranch","STARK","OH","77732","1964-08-10",0,"Emergency planning/management officer","Active","+1-876-256-6341x3792","197-85-9619","T37.3X5D Adverse effect of other antiprotozoal drugs  subsequent encounter","AB-","66.117.30.170"
"oqx6rkn3i9gp885t","F","Mrs.","Whitney","Parrish","whitneyparrish@stevensonbassandkaufman.com","Stevenson Bass and Kaufman","2138 Reed Center Avenue","Bagley","GRANT","WI","78577","1987-05-13",0,"Cabin crew","Remarket","001-361-420-4164","180-27-5393","T36.2X5S Adverse effect of chloramphenicol group  sequela","AB+","172.24.206.129"
"i27bjhzyo35g6gyt","M","Mr.","Brian","Landry","brianlandry@gillhicks.com","Gill-Hicks","9041 Jesse Knolls Court","Thompsons Station","WILLIAMSON","TN","67620-1533","2022-01-09",0,"Curator","Active","670.717.9013x242","398-3-7796","J30.89 Other allergic rhinitis","O-","172.31.35.88"
"ghz557oz55i312qf","F","Ms.","Deanna","Ortiz","dortiz100@myerspatterson.com","Myers-Patterson","2267 Torres Rapid Crescent","Belfast","MARSHALL","TN","98271","1995-03-23",0,"Visual merchandiser","Active","3952713317","658-65-2746","R06.2 Wheezing","A-","113.201.22.195"
"k4x0k1l5ptrygs6j","F","Dr.","Jennifer","Smith","jsmith@walkerfox.biz","Walker-Fox","3635 Robertson Greens Lane","Gillespie","MACOUPIN","IL","48642","2004-03-01",0,"Comptroller","DNC","031-055-4374x01563","590-21-8212","L20.82 Flexural eczema","AB-","192.168.134.249"
"p1gnn59i3hznku0v","F","Dr.","Lori","Scott","lscott447@littlecox.com","Little-Cox","3281 Robert Loop Circle","Coffman Cove","PRINCE OF WALES HYDER","AK","72544","1971-05-25",0,"Teaching laboratory technician","Active","745-167-7404x8104","302-50-4000","T36.6X5A Adverse effect of rifampicins  initial encounter","AB+","192.168.49.105"
"wm40ajxitsr868b5","M","Mr.","Jacob","Wilson","daughter_jacob@richardsonhenderson.net","Richardson-Henderson","9864 Anthony Plaza Boulevard","Ben Hur","LEE","VA","82684","1973-04-09",0,"Hydrographic surveyor","Active","001-556-830-8119x208","524-95-2050","T37.2X5A Adverse effect of antimalarials and drugs acting on other blood protozoa  initial encounter","A-","10.235.76.114"
"skuert5qbnhhqjap","M","Mr.","Thomas","Hughes","thughes209@rodriguezyuandrodriguez.net","Rodriguez Yu and Rodriguez","8776 Lauren Springs Boulevard","Gilmer","UPSHUR","TX","33914-7580","2009-05-08",0,"Accountant chartered public finance","Active","+1-768-104-6533x76876","349-5-6288","L50.0 Allergic urticaria","O+","192.168.4.151"
"lt6ks9se3gyj0gd1","M","Dr.","Robert","Austin","raustin626@burchalvaradoandfloyd.biz","Burch Alvarado and Floyd","3259 Hess Square Close","Huntington Station","SUFFOLK","NY","60311","2022-12-26",0,"Solicitor","DNC","107-766-8118x37437","101-80-4117","T37.4X5A Adverse effect of anthelminthics  initial encounter","A-","192.168.205.150"
"eit1exicptnr5s0b","M","Mr.","Thomas","Bradley","tbradley@burnswise.com","Burns-Wise","1490 Jones Mills Boulevard","Saint Clairsville","BELMONT","OH","42016","2005-04-15",0,"Health visitor","Active","(724)848-3726","849-26-1392","T37.0X5S Adverse effect of sulfonamides  sequela","A+","54.251.144.86"
"m26anglpcgl1wf9i","F","Mrs.","Lisa","King","lisaking@perezjohnsonandglover.com","Perez Johnson and Glover","4927 Christine Parks Rd","Morris","OTSEGO","NY","89483","1991-05-06",0,"Engineer automotive","DNC","512-664-2008x7704","752-37-2767","J45.40 Moderate persistent asthma  uncomplicated","AB-","10.34.62.148"
"k9mvfx44evmphewm","F","Dr.","Julia","Foley","jfoley431@baldwincarr.com","Baldwin-Carr","4783 Watson Mill Boulevard","Monticello","WRIGHT","MN","19662-3669","2010-06-06",1,"English as a foreign language teacher","Active","(082)227-6174x464","674-85-1960","T36.8X5D Adverse effect of other systemic antibiotics  subsequent encounter","O+","212.178.91.171"
"3bw8jk7anfnr8alg","F","Dr.","Karen","Villanueva","table_karen@friedmancrawford.com","Friedman-Crawford","4279 Moore Alley Route","Los Angeles","LOS ANGELES","CA","59947","1987-11-11",0,"Chiropractor","DNC","9802191529","501-72-8336","J30.9 Allergic rhinitis  unspecified","B-","141.12.124.87"
"0mi45spglqr29lgg","F","Dr.","Dana","Cordova","dcordova@callahanhuntandthompson.com","Callahan Hunt and Thompson","4773 Benjamin Crossing Lane","Belleville","ESSEX","NJ","91438","1985-09-13",0,"Designer exhibition/display","Active","(503)579-5907x49062","440-56-4493","J30.0 Vasomotor rhinitis","A-","86.106.54.72"
"kfzruh3zaucqvtg0","F","Ms.","Michelle","Murray","pick_michelle@rossshepherdandhill.com","Ross Shepherd and Hill","1268 James Rapid Avenue","Tiff City","MCDONALD","MO","53415","1982-06-11",0,"Solicitor Scotland","Active","121-657-9961x550","881-91-5347","T36.6X5A Adverse effect of rifampicins  initial encounter","AB+","192.168.79.47"
"5ujv2iylla7m46xc","M","Mr.","Jared","Thomas","jaredthomas@ruizvalentine.com","Ruiz-Valentine","7011 Patrick Unions Backroad","Penns Creek","SNYDER","PA","54172","2006-07-17",1,"Field trials officer","Closed","813-153-2596x5764","291-24-4836","T36.2X5S Adverse effect of chloramphenicol group  sequela","B-","117.108.230.180"
"3f2dpnz8niepsbd1","M","Mr.","Justin","Sandoval","jsandoval@torreskelley.com","Torres-Kelley","4642 Simmons Rest Route","Brownsville","YUBA","CA","32177","2013-06-30",0,"Metallurgist","Active","356-728-2932","255-52-6390","L50.6 Contact urticaria","A-","89.238.149.211"
"4p1yay2483h4zhzp","F","Mrs.","Deborah","Chan","deborahchan@robinsonhuffman.com","Robinson-Huffman","1977 Sara Square Street","East Stroudsburg","MONROE","PA","07516","1977-04-03",0,"Metallurgist","Active","(646)331-0624","771-85-4150","J30.2 Other seasonal allergic rhinitis","O+","172.29.98.125"
"aa5z4d9h8y4gmjta","M","Mr.","Jacob","Davis","jdavis206@myersgroup.biz","Myers Group","1402 Robert Isle Backroad","Howard","MINER","SD","10300-7661","1977-08-07",0,"Armed forces operational officer","Active","0041585633","760-15-6533","J45.32 Mild persistent asthma with status asthmaticus","AB-","172.31.44.74"
"7w21ol82481yr1os","F","Dr.","Morgan","Robinson","mrobinson302@howeplc.info","Howe PLC","1527 Sarah Key Rd","Foley","BALDWIN","AL","27716","1976-10-28",0,"Horticulturist commercial","DNC","+1-748-183-4662x540","666-9-5077","J45.991 Cough variant asthma","B+","61.2.150.212"
"9egn5s1hbctg55qt","M","Mr.","Jeffrey","Eaton","jeaton474@carlsonowens.biz","Carlson-Owens","9516 April Parkways Route","Atlantic","CASS","IA","32637-6344","2006-08-13",1,"Corporate investment banker","Closed","940.283.0837","980-23-2123","T36.2X5S Adverse effect of chloramphenicol group  sequela","A-","29.150.74.95"
"4f1jdifnxycpvi9q","F","Dr.","Nicole","Velez","sort_nicole@carterbakerandmorales.com","Carter Baker and Morales","373 James Village Frontage road","West Manchester","PREBLE","OH","83867","2021-12-04",0,"Ranger/warden","Active","259.777.0898","179-76-6147","J45.52 Severe persistent asthma with status asthmaticus","B+","43.8.175.204"
"1ekdm149kfxz7tof","M","Dr.","Thomas","Wilson","chair_thomas@jacksonjones.net","Jackson-Jones","3912 Steven Well Place","D Lo","SIMPSON","MS","94112","1981-08-05",0,"Counselling psychologist","Active","(762)120-3512x414","428-41-4544","J45.50 Severe persistent asthma  uncomplicated","B+","10.20.219.94"
"sxn0wm2si3l4d4qj","F","Miss","Elizabeth","Lee","elizabethlee@coleandsons.info","Cole and Sons","1653 Bowers View Rd","Springfield","SANGAMON","IL","82179","2012-02-07",0,"Health service manager","Active","073-964-0378","781-19-8114","L20.0 Besnier's prurigo","B-","130.186.219.155"
"rjrytge6u6309d9w","F","Ms.","Melissa","Hirano","culture_melissa@crawfordjohnsonandbrown.biz","Crawford Johnson and Brown","424 Lyons Orchard St","Canton","STARK","OH","58691-6148","1981-05-11",0,"Conference centre manager","Active","+1-079-776-9088","370-71-6857","L20.89 Other atopic dermatitis","A+","20.194.136.49"
"0odyv6wcft2ituf3","F","Ms.","Lindsey","Potter","lpotter595@washingtonriveraandhogan.com","Washington Rivera and Hogan","9550 Ana Track Rd","Niagara University","NIAGARA","NY","36966","1965-12-09",1,"Broadcast journalist","DNC","+1-606-987-8126x9995","783-86-8716","L20.84 Intrinsic (allergic) eczema","B-","10.57.20.223"
"8fhrvi7ubi7ahrht","F","Dr.","Laurie","White","lauriewhite@larainc.com","Lara Inc","9230 Peter Knolls Lane","Long Beach","LOS ANGELES","CA","67686","2004-05-21",0,"Therapist speech and language","Active","+1-383-934-3184x984","293-21-6564","R06.2 Wheezing","B-","10.194.201.242"
"f4x3si983i2zzdij","M","Mr.","Alejandro","Richardson","where_alejandro@hudsonllc.biz","Hudson LLC","8085 Dylan Village Frontage road","Ruston","LINCOLN","LA","71968-6849","1994-01-11",0,"Freight forwarder","Closed","001-737-251-6263x760","304-43-7764","T36.6X5D Adverse effect of rifampicins  subsequent encounter","O+","192.168.152.199"
"e4c08zh15wpifgds","F","Mrs.","Susan","Miller","susanmiller@clarkandsons.com","Clark and Sons","251 Wilson Ville Rd","Bremerton","KITSAP","WA","55077","1994-08-09",0,"Surveyor rural practice","Active","006.890.2251","750-36-9271","L20.84 Intrinsic (allergic) eczema","A+","66.89.151.108"
"91jahbhngmzgc1u9","M","Mr.","Jonathan","Weber","jweber@coleinc.com","Cole Inc","9651 Thomas Ways Place","Gum Spring","GOOCHLAND","VA","28357","1999-03-05",0,"Designer multimedia","Closed","+1-664-220-9148","111-92-1414","T36.2X5D Adverse effect of chloramphenicol group  subsequent encounter","B-","98.84.183.152"
"9qw2lkv2gytvhbq8","M","Dr.","Robert","Brady","magazine_robert@hudsonobrien.biz","Hudson-Obrien","5955 Shawn Branch Circle","Boxford","ESSEX","MA","07523","1999-11-06",0,"Doctor general practice","Active","9703680737","111-73-2281","J45.30 Mild persistent asthma  uncomplicated","A+","183.237.11.31"
"6iagxjsia02gt01d","M","Dr.","Seth","Bowman","sethbowman@weissinc.org","Weiss Inc","7945 Theresa Unions Close","Jasonville","GREENE","IN","25764-2273","2000-12-04",0,"Jewellery designer","Remarket","2936200543","835-71-2564","T36.1X5S Adverse effect of cephalosporins and other beta-lactam antibiotics  sequela","AB+","172.17.116.110"
"lgtkq1xfrmfbyig7","M","Mr.","Christopher","Diaz","christopherdiaz@nicholsonrodriguezandwilson.com","Nicholson Rodriguez and Wilson","3045 Frye Walk Close","Amoret","BATES","MO","50259","1983-10-18",0,"Librarian academic","DNC","001-477-874-6463x138","540-14-7323","L20.81 Atopic neurodermatitis","AB-","192.168.235.137"
"8t1w9aivvulb7bb9","F","Mrs.","Carolyn","Fields","carolynfields@smithwarnerandbird.biz","Smith Warner and Bird","8910 James Walk Avenue","Otisville","GENESEE","MI","95618","1988-03-04",0,"TEFL teacher","Active","(851)048-2024x1353","886-5-1546","T36.6X5D Adverse effect of rifampicins  subsequent encounter","A+","192.168.120.199"
"kopj3zf6185eat06","F","Dr.","Carolyn","Moon","cmoon936@ruizmartinezandanderson.com","Ruiz Martinez and Anderson","3151 Bush Hill Lane","Salem","KENOSHA","WI","87890","1983-11-06",0,"Counsellor","Active","959-633-8210x3023","209-12-5078","T36.95XA Adverse effect of unspecified systemic antibiotic  initial encounter","A+","192.168.49.105"
"h7comhwt6zjnadyg","F","Mrs.","Katherine","Huang","katherinehuang@jonesnavarro.com","Jones-Navarro","8076 Perry Dale Court","Aguadilla","AGUADILLA","PR","86638","1968-02-04",0,"Management consultant","Active","(707)710-4164x039","485-37-2074","J45.991 Cough variant asthma","O+","122.64.136.52"
"t6cps6z30ovtk2xk","F","Miss","Lindsey","Meyer","lmeyer984@ballandsons.net","Ball and Sons","6895 Jeffrey Run Crescent","Atlanta","WINN","LA","40273-2941","1983-01-07",0,"Surveyor mining","Active","(526)314-6748x50439","228-95-5474","J30.81 Allergic rhinitis due to animal (cat) (dog) hair and dander","B-","10.213.65.133"
"k7u8b1f3nt9w6v0w","M","Mr.","Dennis","King","value_dennis@grahamltd.com","Graham Ltd","9236 Donald Spurs Place","Dover","KINGFISHER","OK","85429","1980-09-15",0,"Accountant chartered","DNC","276-244-7339","297-27-1808","T36.5X5S Adverse effect of aminoglycosides  sequela","A+","172.30.168.166"
"once0dqnbvedojfn","F","Ms.","Joanna","Hunter","jhunter@clarkbradshawandhernandez.com","Clark Bradshaw and Hernandez","6698 Melissa Haven Boulevard","White Oak","GREGG","TX","93422","1997-07-05",0,"Retail buyer","Active","209.303.1817x59534","713-48-7554","T36.5X5D Adverse effect of aminoglycosides  subsequent encounter","O-","172.30.157.222"
"j7j42ir1a5w3y2e6","F","Mrs.","Lori","Watson","lwatson541@carterwilliams.com","Carter-Williams","5183 John Underpass Road","Port Byron","ROCK ISLAND","IL","70413","1991-03-09",0,"Designer blown glass/stained glass","DNC","(574)403-1979","366-6-7027","J30.5 Allergic rhinitis due to food","B+","10.150.94.97"
"zmq7lkv3unf22vje","F","Mrs.","Jasmine","Hampton","jasminehampton@avilaschwartz.org","Avila-Schwartz","755 Mario Freeway Place","Mansfield","DE SOTO","LA","28754","1997-02-13",0,"Sales promotion account executive","Closed","539.276.0024","896-53-6621","T36.95XS Adverse effect of unspecified systemic antibiotic  sequela","O+","134.100.142.48"
"k9nakqpp87ssk3bh","M","Mr.","Timothy","Shannon","tshannon@jacksonltd.org","Jackson Ltd","6333 Timothy Alley Crescent","Baileys Harbor","DOOR","WI","74816-9188","2004-08-05",0,"Surveyor hydrographic","Active","933.160.8353x80396","807-20-1550","T36.8X5A Adverse effect of other systemic antibiotics  initial encounter","A-","180.35.91.10"
"sm0r0azdd8uuo7q0","F","Mrs.","Hannah","Porter","hporter@terrygreen.com","Terry-Green","3153 Andrew Rapids Court","Coffee Springs","GENEVA","AL","99919","1998-12-18",0,"Best boy","Active","(568)797-7936x9064","724-39-9285","J45.52 Severe persistent asthma with status asthmaticus","A-","10.84.15.93"
"4vkohiptg1ys6o5w","M","Mr.","Donald","Ramsey","dramsey656@drakeinc.biz","Drake Inc","6989 Roberts Squares Frontage road","Isle Saint George","OTTAWA","OH","73354","1995-09-07",0,"Investment banker corporate","DNC","192-519-7316","437-65-1838","T37.2X5D Adverse effect of antimalarials and drugs acting on other blood protozoa  subsequent encounter","B+","10.88.155.186"
"tcx6ne0dnk1tp35j","M","Mr.","Allen","Long","result_allen@burchking.net","Burch-King","1206 Collier Rue Lane","Kittery Point","YORK","ME","20104-9808","2018-01-02",0,"Charity officer","Active","001-671-088-7896","320-34-1605","T36.0X5D Adverse effect of penicillins  subsequent encounter","AB-","45.22.174.105"
"6meqp26esi9q8w9d","F","Miss","Mary","Shelton","mshelton@turnercaldwell.com","Turner-Caldwell","1289 Young Mountain St","Chestertown","KENT","MD","84192","1988-02-04",0,"Clinical cytogeneticist","Active","(348)254-5201","587-45-1491","T36.0X5S Adverse effect of penicillins  sequela","B-","172.102.156.236"
"hih95uyyqyfq1ja7","F","Dr.","Stephanie","Wallace","quality_stephanie@francisjohnsonandreed.com","Francis Johnson and Reed","6333 James Centers St","Yatesboro","ARMSTRONG","PA","23057-6986","2003-01-03",1,"Presenter broadcasting","DNC","781-938-1545x7703","610-28-3842","T36.95XS Adverse effect of unspecified systemic antibiotic  sequela","A-","10.249.37.235"
"0yfc56h9p5oe22fu","M","Mr.","Andrew","Flores","high_andrew@anthonyandsons.net","Anthony and Sons","6042 Miller Rapids Backroad","Mc Cool Junction","YORK","NE","55036","1990-01-11",0,"Occupational psychologist","Active","+1-470-014-1911x63468","243-70-8216","T37.2X5A Adverse effect of antimalarials and drugs acting on other blood protozoa  initial encounter","AB+","172.21.119.191"
"482gvn6utnrlbwk7","F","Mrs.","Bonnie","Fields","bonniefields@stevensjones.com","Stevens-Jones","7433 Jeffrey Drive Street","Atwood","LOGAN","CO","69014","1989-10-31",0,"Commercial art gallery manager","Closed","+1-058-250-2468","292-53-6312","J30.81 Allergic rhinitis due to animal (cat) (dog) hair and dander","A-","3.207.252.142"
"gwd9zc99345gb7zo","F","Dr.","Audrey","Crane","acrane223@bakersweeneyandbailey.biz","Baker Sweeney and Bailey","8285 Ryan Keys St","Rhodelia","MEADE","KY","92599-6746","1981-03-14",0,"Contracting civil engineer","Active","465-231-0437x74080","843-57-1312","T36.1X5S Adverse effect of cephalosporins and other beta-lactam antibiotics  sequela","AB+","172.23.67.88"
"dq4kcgdnjio1ak89","F","Mrs.","Valerie","Leon","vleon@hurstplc.biz","Hurst PLC","1141 Miranda Knolls Rd","Winter Haven","POLK","FL","34901","1979-09-02",0,"Administrator charities/voluntary organisations","Active","330-599-7607","825-78-3770","T37.1X5S Adverse effect of anthelminthics  sequela","B-","172.22.205.229"
"9cyl08tdpd4wgqua","F","Ms.","Kelly","Johnson","kjohnson996@wilsonfox.com","Wilson-Fox","9044 Alexis Dale Court","Winnemucca","HUMBOLDT","NV","97868","2010-03-22",0,"Rural practice surveyor","Active","923-269-1757x6896","898-42-1357","T37.3X5A Adverse effect of other antiprotozoal drugs  initial encounter","AB+","216.78.124.242"
"yu921tp05x9dz2gy","F","Mrs.","Julie","Robertson","jrobertson778@hendrixllc.info","Hendrix LLC","4995 Strong Mountains Boulevard","Daleville","BOTETOURT","VA","61129-8324","2004-02-02",0,"Fashion designer","Active","128-145-9397x17943","327-30-6461","T36.5X5D Adverse effect of aminoglycosides  subsequent encounter","O+","192.168.217.14"
"wt8h9ifftc79vydy","M","Mr.","Richard","Thomas","challenge_richard@buchananlongandtorres.com","Buchanan Long and Torres","8877 Palmer Falls Highway","Silver Lake","LAKE","OR","20188","2018-05-27",0,"Customer service manager","Active","706-675-9496","795-28-7260","J45.32 Mild persistent asthma with status asthmaticus","A-","104.22.177.195"
"13dfai35jlgyfgfc","M","Dr.","Jacob","Riley","turn_jacob@johnsonandsons.com","Johnson and Sons","2247 Andrade Flat Frontage road","Arkadelphia","CLARK","AR","35951-1036","2014-12-18",0,"Warden/ranger","Active","(240)111-8417","235-68-3838","L50.8 Other urticaria","O-","192.168.195.122"
"hyw6az87m1hnjrc5","F","Mrs.","Susan","Hernandez","susanhernandez@perezsmith.com","Perez-Smith","4115 King Plaza St","Mcconnell AFB","SEDGWICK","KS","42080","2016-01-03",0,"Barrister","Active","170-855-0978x3277","441-78-6442","T36.2X5A Adverse effect of chloramphenicol group  initial encounter","B-","82.182.216.35"
"xgg1bt3bnjvt54rk","F","Dr.","Susan","Lee","susanlee@mccannpachecoandgutierrez.biz","Mccann Pacheco and Gutierrez","2058 Johnson Park Highway","Santa Rita","GUAM","GU","83712","1985-06-16",0,"Retail manager","Closed","(924)018-5591","314-78-6090","T36.2X5A Adverse effect of chloramphenicol group  initial encounter","B+","172.25.53.207"
"3ewqz12hvvp74c51","M","Mr.","Walter","Fernando","wfernando@flemingltd.com","Fleming Ltd","2090 Tiffany Shoal Court","Notasulga","MACON","AL","90689","1979-02-21",0,"Biochemist clinical","Active","(879)219-4121x7259","347-9-7898","T36.0X5D Adverse effect of penicillins  subsequent encounter","AB-","67.11.242.61"
"lnhu6p7roenq04to","M","Mr.","Louis","Mosley","lmosley@turnerllc.com","Turner LLC","4433 Louis Ranch Close","Colesburg","DELAWARE","IA","55062-8115","1967-12-19",0,"Radiographer therapeutic","Active","324.102.2482x9195","161-64-2858","T36.3X5A Adverse effect of macrolides  initial encounte","B-","192.168.115.190"
"8p8pklhf6e7ngcub","F","Ms.","Angel","Howard","direction_angel@sharpturnerandkoch.info","Sharp Turner and Koch","2206 Lopez Orchard Boulevard","New Boston","BOWIE","TX","13422","2019-12-01",1,"Public house manager","Active","642.808.5004","282-18-5425","T36.2X5D Adverse effect of chloramphenicol group  subsequent encounter","A+","192.168.209.140"
"ikblzq5kt17quzy7","M","Mr.","Jason","Grant","increase_jason@mooreperry.com","Moore-Perry","3400 Hudson Flat Backroad","Barton","BELMONT","OH","34486","2006-07-13",0,"Buyer retail","DNC","427.096.4543x78379","808-31-4557","T37.3X5D Adverse effect of other antiprotozoal drugs  subsequent encounter","B+","10.50.40.101"
"w4sph0a6pq8kf9tq","M","Mr.","Stephen","Carney","they_stephen@buckleyhillandmartin.com","Buckley Hill and Martin","9428 Barajas Ports Backroad","Rockport","SKAGIT","WA","79343-9723","1981-03-31",0,"Chief Strategy Officer","Active","+1-543-494-5387x6850","162-60-8672","J45.909 Unspecified asthma  uncomplicated","A+","172.24.241.224"
"vb34eg0uh3r6072j","M","Mr.","Scott","Miller","table_scott@brownvaughn.com","Brown-Vaughn","286 Hanson Mills Rd","Morton","TAZEWELL","IL","53037","1998-07-16",0,"Legal secretary","Active","439.685.0185","367-65-9367","T37.4X5S Adverse effect of anthelminthics  sequela","O+","151.230.130.184"
"ihzxowqh630tczsv","F","Miss","Stephanie","Jones","sjones664@rodriguezcortezandmarsh.com","Rodriguez Cortez and Marsh","3161 Patrick Street Boulevard","Oil City","VENANGO","PA","75640","1988-12-22",0,"Government social research officer","Active","(692)652-3116x6709","966-30-9972","T36.5X5S Adverse effect of aminoglycosides  sequela","O-","116.164.131.142"
"yamkpi2ytv0b8eh6","M","Dr.","Clayton","Fuller","their_clayton@cooperltd.com","Cooper Ltd","7001 Aguilar Flats Way","Coopersville","OTTAWA","MI","74176","1993-07-26",0,"Energy manager","DNC","(975)177-3770x5939","520-73-4912","T36.6X5A Adverse effect of rifampicins  initial encounter","AB+","47.38.159.168"
"g8frbk76o6jkcmw2","M","Mr.","Anthony","Yates","admit_anthony@greenplc.info","Green PLC","1879 Garner Union Drive","Vivian","CADDO","LA","47234-2412","2018-03-31",0,"Psychologist forensic","Active","(434)566-1499","664-47-7052","J30.2 Other seasonal allergic rhinitis","O+","172.30.195.91"
"j7vbrvj7ilsl9nhp","F","Dr.","Wanda","Blackwell","wblackwell@beckllc.com","Beck LLC","9166 Kevin Ville Court","Hudson","PASCO","FL","69270","1982-06-26",0,"Conservator museum/gallery","Active","+1-092-858-6844x4349","154-35-7783","T36.95XD Adverse effect of unspecified systemic antibiotic  subsequent encounter","O-","167.37.71.216"
"3ucmtkz4undkk5ii","M","Mr.","Isaac","Washington","isaacwashington@parkerprince.net","Parker-Prince","3020 Mckay Ferry Drive","Eddyville","DAWSON","NE","33233","1978-02-17",0,"Counsellor","Active","972.544.4795","763-68-3623","L50.0 Allergic urticaria","A-","61.2.59.74"
"32aintu1t7scyxh0","F","Miss","Brandi","Garcia","home_brandi@murraygroup.info","Murray Group","2849 Willis Curve Alley","Pittston","LUZERNE","PA","74564","1962-10-05",0,"Administrator local government","Remarket","948.930.1346","904-26-5176","J30.81 Allergic rhinitis due to animal (cat) (dog) hair and dander","AB+","58.51.237.175"
"16ciw1741hic3y0c","F","Mrs.","Melissa","Vasquez","begin_melissa@bassplc.com","Bass PLC","8678 Moore Extensions Crescent","Elburn","KANE","IL","49821-1288","1973-12-02",0,"Nutritional therapist","Closed","(709)423-1308x59973","273-73-8068","T36.2X5D Adverse effect of chloramphenicol group  subsequent encounter","B-","192.168.235.137"
"qsemll7z9jh85qzl","F","Mrs.","Maria","Stark","state_maria@joneshaleandhubbard.com","Jones Hale and Hubbard","6019 Aaron Trace Street","Liberty","LIBERTY","TX","54815","1972-09-14",0,"Civil engineer consulting","Active","176-838-8213x96089","403-92-6934","J45.902 Unspecified asthma with status asthmaticus","AB+","10.189.109.99"
"w8h2q6byfey9fcy8","F","Dr.","Brittany","Hernandez","bhernandez588@edwardsgoodmanandmartinez.com","Edwards Goodman and Martinez","9932 Jerry Prairie Rd","Isabela","ISABELA","PR","99769-7575","1990-01-16",0,"Careers adviser","DNC","(282)484-2250x172","306-10-9653","J45.20 Mild intermittent asthma  uncomplicated","AB+","52.76.109.174"
"7w59r6z50wwohxfc","F","Ms.","Amanda","Mcdonald","budget_amanda@skinnerjohnson.com","Skinner-Johnson","3522 Chelsea Turnpike Place","Bowman","BOWMAN","ND","02993","1967-01-03",0,"Careers adviser","Active","004-189-9788x40424","877-32-4797","T36.1X5S Adverse effect of cephalosporins and other beta-lactam antibiotics  sequela","AB-","181.203.17.110"
"9tcwe0a1gw963grw","M","Mr.","Travis","Reynolds","treynolds@reevesboydandlam.biz","Reeves Boyd and Lam","4195 Turner Ways Way","Wichita","SEDGWICK","KS","95384","1986-11-25",0,"Production engineer","Active","040.716.1748","595-81-3282","T36.7X5D Adverse effect of antifungal antibiotics  systemically used  subsequent encounter","AB+","80.88.4.232"
"v2gnwwszvowo1jj8","M","Mr.","Jason","Stanley","jstanley@cisnerosericksonandbaker.org","Cisneros Erickson and Baker","8739 Richard Circle Avenue","Bay City","MATAGORDA","TX","22569","2004-05-06",0,"Mining engineer","Active","2023694206","280-75-1513","T37.2X5D Adverse effect of antimalarials and drugs acting on other blood protozoa  subsequent encounter","O-","26.35.50.202"
"bygr58rr4gfd7slg","M","Mr.","John","Wilson","or_john@sharpgroup.biz","Sharp Group","3494 Wright Rest Street","York","BENSON","ND","13326","1972-12-29",0,"Teacher special educational needs","Active","052-225-0714x467","468-9-2689","T36.2X5A Adverse effect of chloramphenicol group  initial encounter","B-","149.73.106.147"
"l3kbe0hstcu15k5t","M","Mr.","Garrett","Clay","professional_garrett@gomezandsons.com","Gomez and Sons","6813 Jimmy Divide Road","Columbus","FRANKLIN","OH","90015","1998-02-17",0,"Museum education officer","DNC","(849)163-8536x50258","352-12-1118","J30.81 Allergic rhinitis due to animal (cat) (dog) hair and dander","O+","10.72.171.115"
"vx83ucgrd666f6z9","M","Mr.","David","Aliyev","indicate_david@haleystoutandwillis.com","Haley Stout and Willis","8887 Calvin Loaf Highway","Sasabe","PIMA","AZ","12771","2017-03-04",0,"Chemical engineer","Closed","+1-028-269-0053x7252","483-39-5607","T36.8X5A Adverse effect of other systemic antibiotics  initial encounter","A-","125.241.188.228"
